,Baja_cliente,Género,Jubilado,Pareja,Hijos,Meses_de_Contrato,Servicio_Telefónico,Multi_Lineas,Servicio_Internet,Seguridad_Online,Servicio_de_Backup,Proteccion_de_Dispositivo,Soporte_Tecnico_Full,Stream_TV,Stream_Movies,Contrato,Factura_Online,Forma_de_Pago,Tarifa_Mensual_Cliente,Total_Tarifas_Cliente,Tarifa_por_Dia
1948,0,Masculino,0,0,0,35,1,0,Fiber optic,1,0,0,1,0,1,Anual,1,Factura electrónica,89.2,3251.3,2.9733333333333336
1949,1,Masculino,1,0,0,2,1,0,Fiber optic,0,1,0,0,0,0,Mensual,1,Factura electrónica,74.7,165.4,2.49
1950,0,Masculino,1,1,0,8,0,0,DSL,0,1,1,0,0,1,Mensual,1,Factura por correo,43.35,371.4,1.445
1951,0,Masculino,0,1,0,24,0,0,DSL,0,0,1,0,0,0,Mensual,0,Factura electrónica,29.1,688,0.9700000000000001
1952,0,Femenino,0,0,0,36,0,0,DSL,1,1,1,1,0,1,Bianual,1,Factura por correo,53.1,1901.25,1.77
1953,0,Masculino,0,1,0,67,1,1,Fiber optic,0,1,1,1,1,1,Bianual,1,Débito automático,111.3,7567.2,3.71
1954,1,Femenino,1,1,0,15,1,1,Fiber optic,0,0,1,1,0,0,Mensual,1,Factura electrónica,83.05,1258.3,2.768333333333333
1955,0,Masculino,0,0,1,0,1,1,DSL,1,1,0,1,0,0,Bianual,1,Débito automático,61.9,,2.0633333333333335
1956,1,Femenino,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Mensual,0,Factura electrónica,78.05,78.05,2.6016666666666666
1957,1,Masculino,1,1,0,24,0,0,DSL,1,0,0,0,0,1,Mensual,0,Débito automático,39.1,971.3,1.3033333333333335
1958,0,Masculino,0,0,0,21,0,0,DSL,0,1,0,1,0,0,Mensual,1,Factura por correo,36.0,780.15,1.2
1959,0,Femenino,0,0,0,11,1,1,DSL,0,0,0,0,0,1,Mensual,1,Factura por correo,58.95,601.6,1.965
1960,0,Femenino,1,0,0,50,1,1,Fiber optic,0,0,1,1,1,1,Mensual,1,Factura electrónica,104.95,5222.35,3.4983333333333335
1961,0,Masculino,0,0,0,13,1,0,No,0,0,0,0,0,0,Anual,0,Factura por correo,19.45,270.2,0.6483333333333333
1962,0,Femenino,0,1,1,64,1,1,Fiber optic,1,1,0,1,1,1,Bianual,0,Débito automático,110.3,6997.3,3.6766666666666667
1963,0,Masculino,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,1,Mensual,1,Factura electrónica,80.35,253.8,2.6783333333333332
1964,0,Masculino,0,0,1,71,1,1,Fiber optic,1,1,0,0,0,0,Anual,1,Tarjeta de crédito (automático),85.45,6028.95,2.8483333333333336
1965,0,Femenino,0,0,0,9,1,0,No,0,0,0,0,0,0,Mensual,0,Débito automático,20.15,238.15,0.6716666666666666
1966,0,Femenino,0,0,0,1,1,0,Fiber optic,1,1,0,1,0,0,Mensual,1,Factura por correo,83.4,83.4,2.7800000000000002
1967,0,Masculino,0,0,0,3,1,0,No,0,0,0,0,0,0,Mensual,1,Factura electrónica,20.5,76.95,0.6833333333333333
1968,1,Masculino,0,1,0,53,0,0,DSL,0,1,1,1,1,1,Anual,1,Factura electrónica,60.45,3184.25,2.015
1969,0,Femenino,0,1,1,46,1,0,No,0,0,0,0,0,0,Bianual,1,Factura por correo,19.95,927.1,0.6649999999999999
1970,0,Masculino,0,1,1,63,1,0,Fiber optic,0,1,1,0,0,0,Mensual,1,Tarjeta de crédito (automático),80.3,4896.35,2.6766666666666667
1971,0,Masculino,0,1,0,71,1,1,Fiber optic,1,0,1,1,1,1,Bianual,1,Tarjeta de crédito (automático),108.55,7616,3.618333333333333
1972,0,Femenino,1,1,0,5,1,0,Fiber optic,0,0,0,0,0,0,Mensual,1,Factura electrónica,69.35,341.6,2.3116666666666665
1973,0,Femenino,0,1,1,65,1,1,No,0,0,0,0,0,0,Bianual,1,Débito automático,25.3,1748.55,0.8433333333333334
1974,0,Masculino,0,0,0,42,1,1,Fiber optic,0,0,0,1,1,1,Mensual,1,Factura electrónica,100.3,4222.95,3.3433333333333333
1975,0,Femenino,0,0,0,3,1,0,Fiber optic,0,0,1,0,0,0,Mensual,1,Factura por correo,74.75,238.1,2.4916666666666667
1976,0,Masculino,0,0,0,24,1,0,DSL,1,0,0,1,0,0,Mensual,0,Factura electrónica,54.95,1348.5,1.8316666666666668
1977,0,Masculino,0,0,1,66,1,0,No,0,0,0,0,0,0,Bianual,0,Factura por correo,20.55,1357.1,0.685
1978,0,Femenino,0,0,0,25,1,0,No,0,0,0,0,0,0,Bianual,0,Tarjeta de crédito (automático),19.8,475.2,0.66
1979,0,Femenino,0,1,1,56,1,1,Fiber optic,0,1,1,1,0,1,Anual,1,Tarjeta de crédito (automático),99.75,5608.4,3.325
1980,0,Masculino,1,1,0,52,1,1,Fiber optic,0,1,1,0,1,1,Anual,1,Débito automático,105.1,5376.4,3.503333333333333
1981,0,Femenino,0,1,1,23,1,1,No,0,0,0,0,0,0,Bianual,0,Factura por correo,25.1,611.45,0.8366666666666667
1982,0,Femenino,0,1,0,25,1,1,No,0,0,0,0,0,0,Anual,1,Factura por correo,26.8,733.55,0.8933333333333333
1983,0,Femenino,0,0,0,32,1,1,Fiber optic,0,0,1,0,1,1,Mensual,1,Factura electrónica,101.35,3334.9,3.378333333333333
1984,1,Femenino,0,0,0,16,1,0,DSL,1,0,0,0,0,0,Mensual,1,Factura electrónica,50.15,762.25,1.6716666666666666
1985,0,Femenino,1,1,1,23,1,0,Fiber optic,0,1,1,0,0,1,Mensual,1,Débito automático,88.45,2130.55,2.9483333333333333
1986,0,Masculino,0,0,0,26,0,0,DSL,1,0,0,1,1,1,Anual,0,Tarjeta de crédito (automático),54.55,1362.85,1.8183333333333331
1987,0,Femenino,0,1,0,49,1,0,No,0,0,0,0,0,0,Anual,1,Débito automático,20.05,923.1,0.6683333333333333
1988,0,Masculino,0,0,1,1,1,0,No,0,0,0,0,0,0,Mensual,0,Factura por correo,20.05,20.05,0.6683333333333333
1989,1,Masculino,1,0,0,5,1,0,Fiber optic,0,0,0,0,0,0,Mensual,1,Factura por correo,70.25,331.9,2.341666666666667
1990,0,Femenino,0,0,0,50,1,0,No,0,0,0,0,0,0,Bianual,0,Tarjeta de crédito (automático),19.4,1023.95,0.6466666666666666
1991,1,Masculino,0,0,0,13,0,0,DSL,1,0,0,1,1,0,Mensual,1,Tarjeta de crédito (automático),45.55,597,1.5183333333333333
1992,0,Femenino,0,1,1,28,1,0,No,0,0,0,0,0,0,Anual,0,Factura por correo,19.9,543,0.6633333333333333
1993,0,Femenino,0,0,1,49,1,0,No,0,0,0,0,0,0,Anual,0,Tarjeta de crédito (automático),19.45,921.3,0.6483333333333333
1994,0,Femenino,0,0,0,18,1,1,Fiber optic,0,0,1,1,0,1,Mensual,1,Débito automático,95.05,1679.4,3.1683333333333334
1995,0,Femenino,0,1,1,72,1,1,DSL,1,0,1,0,1,0,Bianual,1,Débito automático,71.45,5025.85,2.381666666666667
1996,0,Femenino,0,1,1,37,1,1,Fiber optic,0,0,0,0,1,1,Mensual,1,Factura electrónica,95.25,3314.15,3.175
1997,0,Masculino,1,1,0,7,0,0,DSL,1,0,0,0,0,0,Mensual,0,Débito automático,29.8,220.45,0.9933333333333334
1998,0,Masculino,0,1,0,45,1,1,Fiber optic,0,1,0,0,0,0,Mensual,0,Débito automático,81.4,3775.85,2.7133333333333334
1999,0,Masculino,0,0,0,19,1,0,DSL,0,0,0,0,0,0,Mensual,1,Débito automático,45.0,865.85,1.5
2000,0,Masculino,0,0,0,29,1,0,No,0,0,0,0,0,0,Anual,1,Factura por correo,19.8,572.2,0.66
2001,0,Masculino,0,1,1,61,1,0,Fiber optic,0,1,1,1,1,1,Anual,0,Tarjeta de crédito (automático),103.9,6449.15,3.4633333333333334
2002,0,Masculino,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Mensual,1,Factura electrónica,45.9,199.75,1.53
2003,0,Femenino,0,0,0,38,1,1,Fiber optic,0,0,1,1,1,1,Mensual,1,Factura electrónica,103.65,3988.5,3.455
2004,0,Femenino,0,0,0,2,1,0,No,0,0,0,0,0,0,Mensual,0,Factura electrónica,19.9,57.4,0.6633333333333333
2005,1,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Factura por correo,45.05,45.05,1.5016666666666665
2006,0,Femenino,0,0,0,15,0,0,DSL,1,1,1,1,0,0,Anual,0,Factura por correo,45.9,693.45,1.53
2007,1,Masculino,0,0,0,71,1,1,Fiber optic,1,0,1,1,1,1,Bianual,1,Factura electrónica,108.05,7532.15,3.6016666666666666
2008,1,Masculino,0,1,0,52,1,0,Fiber optic,1,0,0,0,1,0,Mensual,0,Factura electrónica,84.1,4348.65,2.8033333333333332
2009,1,Femenino,0,0,0,2,1,0,No,0,0,0,0,0,0,Mensual,0,Factura por correo,20.65,38.7,0.6883333333333332
2010,1,Masculino,1,1,0,24,1,0,Fiber optic,0,0,1,0,1,1,Mensual,1,Factura electrónica,93.15,2231.05,3.105
2011,0,Masculino,0,0,0,43,1,1,Fiber optic,0,0,0,0,0,0,Mensual,1,Tarjeta de crédito (automático),75.35,3161.4,2.5116666666666663
2012,1,Masculino,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensual,0,Débito automático,46.05,80.35,1.535
2013,0,Masculino,0,0,0,24,1,0,DSL,0,1,0,0,0,0,Mensual,1,Factura por correo,49.7,1218.25,1.6566666666666667
2014,1,Masculino,1,1,0,41,1,1,Fiber optic,0,0,1,0,1,1,Mensual,1,Factura electrónica,99.8,4259.3,3.3266666666666667
2015,1,Femenino,0,1,1,14,1,1,Fiber optic,0,0,1,0,0,1,Mensual,1,Factura electrónica,87.25,1258.6,2.908333333333333
2016,0,Femenino,0,1,0,64,1,0,DSL,0,1,1,1,0,1,Bianual,1,Factura por correo,68.3,4378.8,2.2766666666666664
2017,0,Masculino,0,1,1,72,1,0,No,0,0,0,0,0,0,Bianual,0,Tarjeta de crédito (automático),19.4,1363.25,0.6466666666666666
2018,0,Femenino,0,0,0,27,1,0,DSL,0,1,0,1,0,0,Mensual,1,Factura por correo,56.15,1439.35,1.8716666666666666
2019,0,Masculino,1,0,0,35,1,0,DSL,0,0,1,1,1,1,Anual,1,Factura electrónica,73.0,2471.25,2.433333333333333
2020,0,Masculino,0,0,1,1,1,0,DSL,0,0,0,1,0,1,Mensual,1,Factura por correo,59.55,59.55,1.9849999999999999
2021,,Masculino,0,0,1,34,1,1,Fiber optic,1,1,0,0,1,1,Anual,1,Factura electrónica,103.8,3470.8,3.46
2022,1,Femenino,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Mensual,0,Factura electrónica,68.65,68.65,2.2883333333333336
2023,1,Masculino,1,0,0,43,1,0,Fiber optic,0,0,0,0,1,1,Mensual,1,Factura por correo,89.55,3856.75,2.985
2024,0,Femenino,1,1,0,53,1,1,Fiber optic,0,0,0,0,1,1,Anual,1,Tarjeta de crédito (automático),95.85,5016.25,3.195
2025,1,Femenino,0,0,1,17,1,1,DSL,0,0,1,0,0,0,Anual,1,Factura por correo,55.85,937.5,1.8616666666666668
2026,1,Femenino,1,0,0,20,1,1,Fiber optic,0,0,0,0,0,1,Mensual,1,Tarjeta de crédito (automático),85.8,1727.5,2.86
2027,0,Masculino,0,0,0,6,1,0,No,0,0,0,0,0,0,Anual,0,Factura por correo,19.15,124.4,0.6383333333333333
2028,0,Masculino,0,0,1,1,0,0,DSL,0,0,0,0,0,0,Mensual,1,Factura electrónica,24.7,24.7,0.8233333333333334
2029,0,Femenino,0,0,0,61,1,1,DSL,1,1,1,1,1,1,Bianual,0,Factura electrónica,89.65,5308.7,2.9883333333333337
2030,1,Femenino,1,0,0,4,1,1,Fiber optic,0,0,1,0,1,0,Mensual,1,Factura electrónica,89.2,346.2,2.9733333333333336
2031,0,Femenino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Factura por correo,19.55,19.55,0.6516666666666667
2032,1,Masculino,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Mensual,0,Factura electrónica,80.5,80.5,2.683333333333333
2033,0,Femenino,0,1,1,68,1,1,Fiber optic,0,1,0,1,0,0,Anual,1,Débito automático,83.65,5733.4,2.7883333333333336
2034,1,Masculino,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Mensual,1,Factura electrónica,79.25,79.25,2.6416666666666666
2035,1,Femenino,0,0,0,2,1,1,Fiber optic,0,0,1,0,0,0,Mensual,0,Factura por correo,80.6,155.8,2.6866666666666665
2036,1,Femenino,0,0,0,45,1,1,Fiber optic,0,1,0,0,1,0,Mensual,1,Tarjeta de crédito (automático),89.3,4016.85,2.9766666666666666
2037,1,Femenino,0,1,1,40,1,1,Fiber optic,0,0,1,1,0,0,Mensual,1,Factura electrónica,84.85,3303.05,2.828333333333333
2038,0,Femenino,0,0,0,34,1,0,Fiber optic,0,1,1,1,1,1,Mensual,1,Factura electrónica,105.1,3634.8,3.503333333333333
2039,0,Femenino,0,0,0,13,1,1,Fiber optic,0,0,0,0,0,1,Mensual,1,Factura electrónica,85.95,1215.65,2.865
2040,1,Femenino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,1,Factura por correo,20.25,20.25,0.675
2041,0,Femenino,0,1,1,35,0,0,DSL,0,0,0,1,1,0,Anual,0,Factura por correo,40.9,1383.6,1.3633333333333333
2042,0,Masculino,0,1,1,35,1,0,No,0,0,0,0,0,0,Anual,0,Factura electrónica,19.9,666,0.6633333333333333
2043,0,Masculino,1,1,0,72,1,1,Fiber optic,1,1,1,0,0,1,Bianual,1,Tarjeta de crédito (automático),102.65,7550.3,3.421666666666667
2044,0,Masculino,1,1,0,2,1,0,Fiber optic,0,0,1,0,0,0,Mensual,1,Factura electrónica,74.2,140.1,2.4733333333333336
2045,0,Femenino,0,0,0,12,1,0,No,0,0,0,0,0,0,Mensual,0,Débito automático,19.45,227.45,0.6483333333333333
2046,0,Masculino,0,1,1,69,1,0,DSL,1,1,1,1,1,0,Bianual,1,Débito automático,75.75,5388.15,2.525
2047,0,Masculino,1,0,0,57,1,1,Fiber optic,0,1,0,1,1,1,Mensual,1,Débito automático,104.9,5913.95,3.496666666666667
2048,1,Femenino,0,1,0,35,1,0,Fiber optic,0,0,0,0,0,0,Mensual,1,Factura electrónica,70.3,2416.55,2.3433333333333333
2049,0,Masculino,0,1,1,69,1,1,DSL,1,0,1,1,1,1,Bianual,0,Débito automático,86.9,6194.1,2.896666666666667
2050,1,Femenino,0,1,0,63,1,1,Fiber optic,0,1,1,0,1,1,Anual,1,Factura electrónica,107.5,6873.75,3.5833333333333335
2051,0,Femenino,0,0,1,41,1,0,DSL,0,0,0,0,0,0,Mensual,0,Débito automático,45.2,1841.9,1.5066666666666668
2052,0,Femenino,0,1,1,47,1,0,No,0,0,0,0,0,0,Bianual,1,Débito automático,21.3,1041.8,0.7100000000000001
2053,1,Masculino,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Anual,1,Débito automático,117.8,8684.8,3.9266666666666667
2054,0,Femenino,0,0,0,59,1,1,DSL,1,1,1,1,0,1,Anual,0,Tarjeta de crédito (automático),79.85,4786.1,2.6616666666666666
2055,0,Femenino,0,1,1,18,1,0,No,0,0,0,0,0,0,Bianual,0,Factura por correo,19.35,309.25,0.645
2056,1,Femenino,0,1,0,25,0,0,DSL,0,0,0,0,1,0,Mensual,1,Débito automático,34.0,853,1.1333333333333333
2057,0,Masculino,0,1,0,40,1,0,Fiber optic,0,1,1,0,0,0,Anual,0,Factura electrónica,80.8,3132.75,2.6933333333333334
2058,0,Masculino,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Mensual,1,Factura electrónica,69.8,146.65,2.3266666666666667
2059,1,Femenino,0,1,1,21,0,0,DSL,1,0,1,0,1,1,Anual,1,Factura electrónica,55.95,1157.05,1.865
2060,0,Masculino,0,1,1,68,1,1,Fiber optic,0,1,0,0,1,1,Anual,1,Tarjeta de crédito (automático),101.05,6770.5,3.368333333333333
2061,0,Femenino,1,1,0,70,1,0,No,0,0,0,0,0,0,Bianual,1,Tarjeta de crédito (automático),19.55,1462.05,0.6516666666666667
2062,0,Masculino,0,1,1,1,1,0,DSL,0,0,0,0,0,0,Mensual,0,Factura electrónica,44.55,44.55,1.4849999999999999
2063,0,Femenino,0,1,0,72,1,1,Fiber optic,1,1,0,0,0,0,Bianual,1,Débito automático,84.05,6052.25,2.8016666666666667
2064,0,Femenino,0,1,0,2,1,0,Fiber optic,0,0,0,0,0,0,Mensual,1,Tarjeta de crédito (automático),70.4,154.8,2.3466666666666667
2065,0,Femenino,0,1,1,11,1,0,No,0,0,0,0,0,0,Anual,0,Factura por correo,20.6,233.9,0.6866666666666668
2066,0,Femenino,0,1,1,56,1,1,No,0,0,0,0,0,0,Bianual,1,Tarjeta de crédito (automático),24.95,1468.9,0.8316666666666667
2067,0,Femenino,0,0,0,36,0,0,DSL,0,1,0,1,0,0,Mensual,1,Débito automático,34.85,1267.2,1.1616666666666666
2068,0,Masculino,0,0,0,37,1,1,DSL,1,1,1,1,1,1,Anual,1,Débito automático,90.6,3358.65,3.02
2069,1,Femenino,0,1,0,39,0,0,DSL,1,0,1,0,1,1,Mensual,0,Factura electrónica,55.9,2184.35,1.8633333333333333
2070,0,Masculino,0,0,1,18,1,1,Fiber optic,0,0,1,0,0,0,Mensual,1,Tarjeta de crédito (automático),80.55,1406.65,2.685
2071,0,Masculino,0,0,0,19,1,1,Fiber optic,1,0,1,0,0,0,Mensual,1,Factura electrónica,84.75,1651.95,2.825
2072,1,Femenino,0,0,0,4,1,0,Fiber optic,0,1,0,0,0,0,Mensual,1,Débito automático,76.65,333.6,2.555
2073,0,Masculino,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,0,Mensual,1,Tarjeta de crédito (automático),69.95,69.95,2.3316666666666666
2074,0,Femenino,1,1,0,38,1,0,Fiber optic,1,0,0,0,0,1,Mensual,1,Factura electrónica,83.45,3147.15,2.7816666666666667
2075,0,Masculino,0,1,1,0,1,0,No,0,0,0,0,0,0,Anual,1,Factura por correo,19.7,,0.6566666666666666
2076,0,Masculino,0,1,0,56,1,1,Fiber optic,1,0,0,0,1,1,Anual,1,Factura electrónica,100.55,5514.95,3.3516666666666666
2077,0,Femenino,0,0,0,30,1,1,DSL,0,1,1,0,1,0,Anual,1,Tarjeta de crédito (automático),68.95,2038.7,2.2983333333333333
2078,0,Masculino,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Bianual,0,Tarjeta de crédito (automático),88.7,6501.35,2.9566666666666666
2079,0,Femenino,0,0,0,8,1,0,No,0,0,0,0,0,0,Anual,1,Débito automático,20.2,140.95,0.6733333333333333
2080,0,Femenino,0,1,1,53,1,1,Fiber optic,1,1,1,1,0,1,Bianual,1,Débito automático,104.05,5566.4,3.4683333333333333
2081,0,Masculino,0,1,0,46,1,1,Fiber optic,0,1,1,0,1,0,Anual,1,Factura electrónica,94.65,4312.5,3.1550000000000002
2082,0,Femenino,0,0,0,6,1,0,No,0,0,0,0,0,0,Mensual,0,Factura por correo,20.7,112.75,0.69
2083,1,Femenino,0,1,1,8,1,0,Fiber optic,0,0,1,0,1,1,Mensual,1,Factura electrónica,94.2,777.3,3.14
2084,1,Femenino,0,1,0,56,1,1,Fiber optic,0,1,0,0,1,1,Anual,1,Factura electrónica,98.25,5508.35,3.275
2085,1,Femenino,0,0,0,31,1,1,DSL,1,0,1,1,0,0,Mensual,0,Tarjeta de crédito (automático),65.25,1994.3,2.175
2086,0,Masculino,1,0,0,13,1,0,DSL,0,1,0,0,1,0,Mensual,1,Factura electrónica,59.9,788.35,1.9966666666666666
2087,0,Masculino,0,1,1,40,1,1,Fiber optic,1,1,0,1,1,1,Mensual,1,Tarjeta de crédito (automático),110.1,4469.1,3.67
2088,0,Femenino,1,1,0,59,1,1,Fiber optic,1,1,1,1,0,0,Anual,1,Factura electrónica,94.05,5483.9,3.135
2089,0,Femenino,0,1,1,50,1,0,Fiber optic,0,0,1,1,1,1,Anual,0,Factura por correo,103.05,5153.5,3.435
2090,1,Femenino,0,1,1,2,0,0,DSL,0,0,0,0,0,0,Mensual,1,Factura por correo,24.4,36.55,0.8133333333333332
2091,0,Femenino,0,0,0,46,1,1,DSL,1,0,1,0,1,1,Bianual,0,Factura por correo,79.2,3593.8,2.64
2092,0,Femenino,0,0,1,18,1,1,DSL,1,0,0,0,0,1,Mensual,0,Factura electrónica,64.8,1166.7,2.1599999999999997
2093,0,Femenino,0,0,0,35,0,0,DSL,0,0,1,1,0,0,Mensual,1,Factura por correo,33.45,1175.85,1.115
2094,1,Masculino,0,0,1,1,1,0,DSL,1,0,0,0,0,0,Mensual,0,Factura por correo,50.6,50.6,1.6866666666666668
2095,1,Masculino,0,0,1,4,1,1,Fiber optic,0,0,0,1,0,0,Mensual,0,Tarjeta de crédito (automático),80.8,332.45,2.6933333333333334
2096,1,Masculino,0,0,0,5,1,1,Fiber optic,0,1,1,0,0,0,Mensual,1,Factura electrónica,85.3,424.15,2.8433333333333333
2097,0,Femenino,0,1,1,69,1,1,DSL,1,0,1,1,0,0,Bianual,1,Tarjeta de crédito (automático),64.15,4254.1,2.1383333333333336
2098,1,Masculino,0,1,1,17,1,0,Fiber optic,0,0,0,0,1,0,Mensual,0,Factura electrónica,80.85,1400.85,2.695
2099,1,Femenino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,1,Débito automático,20.2,20.2,0.6733333333333333
2100,1,Masculino,1,1,0,24,1,1,Fiber optic,1,0,0,0,0,0,Mensual,1,Factura electrónica,78.85,1772.25,2.628333333333333
2101,,Masculino,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Mensual,0,Factura electrónica,50.8,50.8,1.6933333333333331
2102,0,Femenino,1,0,0,62,1,1,Fiber optic,0,0,0,0,1,0,Anual,0,Factura electrónica,84.45,4959.15,2.815
2103,1,Masculino,0,0,0,12,1,0,DSL,0,0,0,0,0,0,Mensual,1,Débito automático,45.4,518.9,1.5133333333333332
2104,0,Masculino,0,0,0,23,1,0,No,0,0,0,0,0,0,Mensual,0,Factura electrónica,20.85,473.9,0.6950000000000001
2105,0,Femenino,0,1,1,45,0,0,DSL,1,0,0,0,1,1,Mensual,1,Débito automático,50.9,2333.85,1.6966666666666665
2106,0,Femenino,0,0,0,9,1,0,Fiber optic,0,0,1,0,0,1,Mensual,1,Tarjeta de crédito (automático),85.3,781.4,2.8433333333333333
2107,1,Masculino,0,1,0,4,1,0,Fiber optic,0,0,0,0,1,0,Mensual,1,Factura electrónica,80.35,307.4,2.6783333333333332
2108,0,Masculino,0,0,0,24,1,0,Fiber optic,0,1,1,1,0,0,Mensual,1,Factura electrónica,85.95,2107.15,2.865
2109,0,Femenino,0,1,0,71,1,1,No,0,0,0,0,0,0,Bianual,1,Tarjeta de crédito (automático),25.95,1801.9,0.865
2110,1,Masculino,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensual,1,Factura electrónica,45.15,98.5,1.505
2111,0,Masculino,0,1,1,1,1,0,No,0,0,0,0,0,0,Anual,0,Factura por correo,18.8,18.8,0.6266666666666667
2112,1,Femenino,0,0,0,10,1,1,Fiber optic,0,0,1,0,1,1,Mensual,1,Factura electrónica,100.6,1060.2,3.353333333333333
2113,0,Femenino,0,0,0,2,0,0,DSL,0,1,0,0,1,1,Mensual,0,Factura electrónica,51.4,96.8,1.7133333333333334
2114,0,Femenino,0,0,0,67,1,0,DSL,1,1,0,1,0,0,Anual,0,Tarjeta de crédito (automático),60.5,3870,2.0166666666666666
2115,0,Femenino,0,1,1,7,1,0,DSL,1,1,1,0,1,0,Anual,0,Factura electrónica,69.45,477.05,2.315
2116,0,Femenino,0,0,0,13,1,1,DSL,1,0,1,0,1,1,Mensual,1,Factura electrónica,78.75,995.35,2.625
2117,0,Femenino,0,0,0,57,1,1,Fiber optic,0,1,0,1,0,1,Anual,0,Factura electrónica,94.7,5468.95,3.1566666666666667
2118,0,Femenino,1,1,0,36,1,1,Fiber optic,0,1,0,0,1,0,Mensual,1,Tarjeta de crédito (automático),91.95,3301.05,3.065
2119,0,Femenino,0,0,0,66,1,1,DSL,1,1,1,1,1,1,Bianual,1,Tarjeta de crédito (automático),90.05,5965.95,3.0016666666666665
2120,0,Femenino,0,0,0,22,1,1,DSL,1,0,0,1,0,0,Mensual,1,Factura por correo,59.05,1253.5,1.9683333333333333
2121,1,Femenino,0,1,1,17,1,1,Fiber optic,1,0,1,0,1,0,Mensual,0,Factura electrónica,94.4,1607.2,3.146666666666667
2122,1,Femenino,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Mensual,1,Factura por correo,74.45,74.45,2.481666666666667
2123,1,Femenino,0,1,0,11,1,1,Fiber optic,0,0,0,0,1,1,Mensual,1,Factura electrónica,94.0,1078.9,3.1333333333333333
2124,1,Femenino,0,1,1,2,1,0,Fiber optic,0,1,0,0,0,0,Mensual,1,Débito automático,73.55,145.4,2.4516666666666667
2125,0,Femenino,0,0,0,3,1,0,Fiber optic,0,1,0,0,1,1,Mensual,0,Factura electrónica,95.4,293.15,3.18
2126,1,Masculino,0,0,0,4,1,0,Fiber optic,0,0,1,0,0,0,Mensual,1,Débito automático,74.8,321.9,2.493333333333333
2127,0,Femenino,0,1,1,69,1,0,No,0,0,0,0,0,0,Bianual,0,Débito automático,19.75,1375.4,0.6583333333333333
2128,0,Masculino,0,1,1,72,1,1,Fiber optic,1,1,1,1,0,1,Bianual,1,Tarjeta de crédito (automático),104.9,7732.65,3.496666666666667
2129,0,Femenino,0,0,0,23,1,1,Fiber optic,0,0,0,0,1,1,Mensual,1,Factura electrónica,93.5,2341.55,3.1166666666666667
2130,0,Masculino,0,1,1,40,1,1,DSL,0,0,1,0,1,1,Mensual,1,Factura electrónica,74.55,3015.75,2.485
2131,0,Femenino,0,0,0,70,1,1,DSL,1,1,1,0,1,1,Bianual,0,Factura por correo,84.7,5991.05,2.8233333333333333
2132,0,Femenino,1,1,0,70,1,1,Fiber optic,1,0,0,0,0,1,Mensual,1,Factura electrónica,90.85,6470.1,3.0283333333333333
2133,0,Femenino,0,0,0,3,1,0,DSL,0,0,1,0,1,1,Anual,1,Factura electrónica,69.95,220.45,2.3316666666666666
2134,0,Masculino,0,0,0,69,1,1,Fiber optic,1,1,1,0,1,1,Bianual,1,Tarjeta de crédito (automático),110.05,7430.75,3.6683333333333334
2135,1,Femenino,0,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Mensual,1,Factura electrónica,89.5,573.3,2.9833333333333334
2136,0,Masculino,0,0,0,72,1,1,DSL,1,1,1,1,1,1,Bianual,0,Débito automático,92.0,6632.75,3.066666666666667
2137,0,Femenino,0,1,0,67,1,1,DSL,0,1,1,1,1,1,Bianual,0,Débito automático,86.15,5883.85,2.871666666666667
2138,,Masculino,0,0,0,44,0,0,DSL,0,1,1,0,1,1,Anual,1,Factura por correo,53.95,2375.4,1.7983333333333333
2139,1,Femenino,1,1,0,40,1,0,Fiber optic,0,1,0,1,1,1,Anual,1,Tarjeta de crédito (automático),99.2,4062.2,3.3066666666666666
2140,0,Femenino,0,1,1,19,1,1,No,0,0,0,0,0,0,Bianual,1,Débito automático,24.9,467.7,0.83
2141,0,Masculino,0,0,0,70,0,0,DSL,0,0,0,1,0,1,Bianual,1,Factura por correo,40.05,2799.75,1.335
2142,0,Femenino,0,0,0,21,1,0,DSL,1,1,0,1,1,0,Bianual,0,Tarjeta de crédito (automático),71.05,1524.85,2.368333333333333
2143,1,Masculino,1,1,0,32,1,1,Fiber optic,0,0,1,1,1,1,Mensual,1,Factura electrónica,104.9,3351.55,3.496666666666667
